claim_id,policy_id,claim_date,accident_type,weather_condition,injury_involved,claim_amount,claim_report_delay_days,police_report_filed,number_of_previous_claims,fraud_label
12644,20672,2021-12-28,rear_end,clear,False,4930.35,3,True,2,0
12645,20676,2025-04-17,rear_end,clear,False,3859.16,1,True,0,0
12646,20676,2025-09-28,weather_related,clear,False,1560.06,9,True,1,0
12647,20679,2026-01-18,rear_end,rain,True,34963.19,6,True,0,0
12648,20680,2022-01-09,single_vehicle,rain,False,1816.54,12,True,0,0
12649,20681,2022-07-09,weather_related,clear,False,1564.84,3,True,0,0
12650,20685,2025-06-13,side_collision,clear,False,7776.07,2,False,0,0
12651,20691,2023-11-12,single_vehicle,clear,True,815.8,4,True,0,0
12652,20693,2026-01-05,theft,clear,False,2128.04,9,False,0,0
12653,20697,2024-05-17,weather_related,rain,False,902.49,5,True,0,0
12654,20699,2025-10-23,rear_end,rain,False,6455.68,2,False,0,0
12655,20699,2025-08-21,single_vehicle,storm,False,1471.71,0,True,1,0
12656,20701,2025-12-15,side_collision,snow,False,2742.28,6,True,0,0
12657,20703,2024-01-25,theft,clear,False,2143.41,2,True,0,0
12658,20704,2022-03-14,rear_end,rain,True,25.96,1,True,0,0
12659,20707,2022-01-21,weather_related,clear,False,4002.51,5,True,0,0
12660,20707,2021-08-08,side_collision,clear,False,3696.12,37,True,1,0
12661,20707,2022-01-02,weather_related,clear,False,2996.06,20,True,2,0
12662,20709,2025-12-25,weather_related,clear,False,3338.29,2,True,0,0
12663,20710,2024-09-12,rear_end,rain,False,2203.98,14,True,0,0
12664,20713,2022-11-27,weather_related,rain,True,3422.45,77,False,0,0
12665,20713,2023-10-23,side_collision,clear,False,4569.87,9,True,1,0
12666,20713,2023-07-22,weather_related,rain,False,1809.99,7,False,2,0
12667,20714,2024-08-20,weather_related,storm,True,3000.67,3,True,0,0
12668,20716,2025-08-20,weather_related,rain,False,4860.22,13,True,0,0
12669,20718,2025-09-27,side_collision,storm,False,5412.36,15,True,0,1
12670,20719,2022-03-26,rear_end,rain,False,792.91,1,True,0,0
12671,20722,2025-05-13,rear_end,rain,False,4255.02,3,True,0,0
12672,20723,2024-08-09,rear_end,snow,False,1170.91,7,False,0,0
12673,20724,2025-09-22,single_vehicle,rain,False,1802.78,23,True,0,0
12674,20724,2026-01-24,rear_end,clear,False,1578.45,3,True,1,0
12675,20725,2024-10-02,single_vehicle,clear,False,8148.62,26,True,0,0
12676,20726,2024-10-10,side_collision,clear,False,6507.2,4,True,0,0
12677,20726,2024-04-05,side_collision,rain,True,26452.85,101,True,1,0
12678,20726,2024-08-08,weather_related,clear,False,9505.32,1,True,2,0
12679,20726,2024-03-02,rear_end,rain,False,6189.25,5,True,3,0
12680,20730,2025-03-19,weather_related,rain,False,3636.01,12,False,0,0
12681,20731,2022-08-17,weather_related,rain,False,1860.14,9,True,0,0
12682,20732,2022-09-15,side_collision,storm,False,1430.07,14,True,0,0
12683,20734,2026-01-03,weather_related,rain,False,1743.69,7,True,0,0
12684,20734,2025-05-12,side_collision,storm,False,5843.5,9,True,1,1
12685,20734,2025-03-21,rear_end,rain,False,5521.85,6,True,2,0
12686,20734,2025-10-15,weather_related,snow,False,10655.66,6,True,3,0
12687,20736,2025-10-20,rear_end,clear,False,3727.52,19,True,0,0
12688,20740,2022-09-30,rear_end,rain,False,3507.47,14,True,0,0
12689,20740,2023-03-07,weather_related,clear,False,1445.72,15,False,1,0
12690,20741,2022-12-03,single_vehicle,clear,False,3215.6,26,True,0,0
12691,20744,2023-05-15,rear_end,rain,False,5199.45,12,True,0,0
12692,20744,2023-08-08,theft,clear,False,800.22,2,True,1,0
12693,20744,2023-11-19,rear_end,clear,False,2585.42,3,False,2,0
12694,20746,2026-02-10,rear_end,clear,False,851.26,3,True,0,0
12695,20751,2024-02-13,rear_end,snow,False,1140.08,18,False,0,0
12696,20751,2023-05-18,weather_related,rain,False,1766.94,9,True,1,0
12697,20757,2025-06-29,side_collision,snow,False,3477.51,24,False,0,0
12698,20758,2026-01-27,rear_end,snow,False,3319.91,14,False,0,0
12699,20759,2025-01-12,side_collision,rain,False,7376.31,4,True,0,0
12700,20759,2026-01-20,weather_related,rain,True,11314.92,3,True,1,0
12701,20760,2024-11-23,side_collision,rain,False,340.71,10,True,0,0
12702,20764,2023-03-29,theft,clear,True,6384.55,2,True,0,0
12703,20764,2023-04-02,single_vehicle,rain,False,8127.31,14,False,1,0
12704,20766,2023-06-19,side_collision,clear,False,6816.36,2,True,0,0
12705,20768,2026-02-25,single_vehicle,clear,False,127.17,12,False,0,0
12706,20783,2025-05-13,rear_end,clear,False,5458.76,1,True,0,0
12707,20784,2024-08-21,theft,rain,False,2743.02,3,True,0,0
12708,20784,2024-03-23,weather_related,rain,False,3234.94,4,True,1,0
12709,20787,2025-08-14,weather_related,rain,False,3716.42,13,True,0,0
12710,20788,2023-10-27,rear_end,rain,False,463.32,35,False,0,1
12711,20788,2025-06-02,weather_related,snow,True,5853.16,12,True,1,0
12712,20793,2026-02-27,single_vehicle,rain,False,1909.4,9,True,0,0
12713,20796,2023-11-14,theft,clear,True,3295.91,16,False,0,0
12714,20797,2024-11-19,side_collision,storm,False,1905.3,48,True,0,1
12715,20798,2023-10-22,rear_end,rain,False,1957.66,6,True,0,0
12716,20798,2023-10-22,weather_related,storm,False,1376.48,7,False,1,0
12717,20799,2023-07-14,weather_related,clear,True,22051.51,8,True,0,0
12718,20800,2025-11-17,rear_end,storm,False,1434.02,2,True,0,0
12719,20800,2025-12-06,rear_end,clear,False,5289.56,7,True,1,1
12720,20802,2022-10-15,weather_related,clear,False,8202.84,13,False,0,0
12721,20803,2024-06-01,side_collision,snow,False,2397.77,24,True,0,0
12722,20805,2025-05-22,weather_related,clear,True,1923.36,1,True,0,0
12723,20806,2022-08-29,theft,clear,False,2441.61,6,True,0,0
12724,20808,2021-06-03,single_vehicle,rain,False,1956.22,4,True,0,0
12725,20810,2024-06-17,single_vehicle,clear,False,1992.89,2,True,0,0
12726,20810,2024-09-09,theft,clear,False,3768.14,1,True,1,0
12727,20811,2023-10-06,side_collision,rain,False,2063.14,7,True,0,0
12728,20811,2023-09-30,side_collision,rain,False,16627.79,9,True,1,0
12729,20813,2023-06-20,single_vehicle,rain,False,2719.44,14,False,0,0
12730,20814,2026-01-31,weather_related,clear,False,3605.83,2,True,0,0
12731,20815,2025-02-27,single_vehicle,rain,False,250.99,7,True,0,0
12732,20815,2025-06-29,rear_end,rain,False,9847.96,3,True,1,0
12733,20815,2025-10-20,weather_related,rain,True,16854.59,8,True,2,0
12734,20817,2024-07-22,theft,rain,False,2676.45,1,True,0,0
12735,20819,2024-09-23,rear_end,rain,False,2573.05,13,True,0,0
12736,20823,2025-10-01,side_collision,rain,False,5678.11,2,False,0,0
12737,20824,2023-08-24,weather_related,rain,True,9544.27,16,True,0,0
12738,20826,2026-02-04,theft,rain,False,1416.85,54,False,0,0
12739,20827,2025-05-20,single_vehicle,clear,False,2298.76,2,True,0,0
12740,20829,2025-10-23,side_collision,clear,False,1732.44,5,True,0,0
12741,20830,2021-09-24,theft,clear,True,6023.41,3,True,0,0
12742,20830,2021-08-14,side_collision,clear,False,1698.91,3,False,1,0
12743,20831,2025-11-10,rear_end,clear,False,2019.01,11,False,0,0
12744,20832,2023-05-13,side_collision,rain,False,286.16,5,False,0,0
12745,20832,2023-06-23,single_vehicle,clear,False,3857.45,8,False,1,0
12746,20834,2024-12-20,weather_related,clear,False,12057.78,1,True,0,0
12747,20836,2023-11-11,side_collision,clear,False,3117.74,11,True,0,0
12748,20840,2025-01-27,weather_related,clear,False,6485.7,39,False,0,0
12749,20844,2022-06-29,rear_end,rain,False,3223.57,14,False,0,0
12750,20845,2025-06-29,single_vehicle,rain,False,2900.26,8,False,0,0
12751,20845,2025-09-23,rear_end,clear,False,4245.84,6,True,1,0
12752,20848,2024-05-28,side_collision,storm,False,2124.89,22,False,0,0
12753,20852,2025-11-17,side_collision,clear,False,3042.95,41,True,0,0
12754,20853,2021-07-29,single_vehicle,rain,False,2356.17,8,True,0,0
12755,20856,2025-08-17,side_collision,storm,False,2877.79,42,False,0,0
12756,20860,2024-11-01,rear_end,storm,False,3200.34,122,False,0,0
12757,20861,2025-08-07,side_collision,rain,False,1786.99,11,True,0,0
12758,20866,2023-04-30,single_vehicle,clear,False,5326.34,25,True,0,0
12759,20869,2023-03-09,weather_related,rain,True,21868.52,2,True,0,1
12760,20870,2025-12-11,single_vehicle,snow,False,4842.53,35,False,0,0
12761,20872,2022-12-20,side_collision,clear,True,2117.96,1,True,0,0
12762,20873,2026-01-05,side_collision,clear,False,9961.38,3,False,0,0
12763,20874,2024-10-03,rear_end,clear,False,1517.73,8,True,0,0
12764,20875,2026-02-01,rear_end,clear,True,9189.32,8,True,0,0
12765,20876,2021-06-12,side_collision,clear,False,1067.69,51,False,0,0
12766,20878,2023-03-17,rear_end,rain,False,2941.43,3,True,0,0
12767,20879,2024-04-30,single_vehicle,storm,False,2023.82,22,True,0,0
12768,20880,2022-12-20,rear_end,clear,False,2549.23,2,True,0,0
12769,20882,2026-03-01,rear_end,clear,False,2435.4,8,True,0,0
12770,20883,2025-08-25,side_collision,snow,False,5497.64,8,True,0,0
12771,20886,2025-04-14,rear_end,rain,False,1031.62,9,False,0,0
12772,20887,2023-12-23,single_vehicle,snow,False,2969.18,9,True,0,0
12773,20889,2022-10-28,side_collision,clear,False,3020.31,6,False,0,0
12774,20892,2026-02-19,single_vehicle,snow,False,2059.93,12,True,0,0
12775,20893,2025-08-23,weather_related,clear,True,10675.7,3,True,0,0
12776,20895,2025-09-30,rear_end,clear,False,1606.39,8,True,0,0
12777,20897,2025-02-09,rear_end,clear,False,763.12,16,False,0,0
12778,20897,2024-09-22,single_vehicle,rain,False,6622.9,8,True,1,0
12779,20897,2024-12-26,weather_related,storm,False,1541.29,4,True,2,0
12780,20897,2024-08-15,single_vehicle,clear,True,7152.06,5,True,3,0
12781,20898,2024-02-25,weather_related,snow,False,3217.29,18,True,0,0
12782,20899,2022-03-06,side_collision,rain,False,3119.0,35,True,0,0
12783,20904,2025-09-09,side_collision,clear,False,2387.39,2,True,0,0
12784,20906,2025-02-09,single_vehicle,storm,False,1617.36,9,True,0,0
12785,20908,2023-09-08,rear_end,clear,False,1345.02,2,True,0,0
12786,20912,2024-02-11,rear_end,rain,False,1041.78,4,False,0,0
12787,20914,2024-07-19,weather_related,rain,False,1502.25,11,True,0,0
12788,20914,2024-12-20,theft,rain,False,5971.7,2,True,1,0
12789,20917,2026-02-03,weather_related,rain,False,8654.77,9,True,0,0
12790,20918,2026-01-07,rear_end,storm,False,1351.41,8,True,0,0
12791,20919,2026-02-21,weather_related,clear,True,4153.74,8,False,0,0
12792,20920,2025-05-04,side_collision,clear,False,3064.08,5,True,0,0
12793,20926,2025-11-09,rear_end,clear,True,7301.69,3,True,0,0
12794,20926,2025-08-19,side_collision,clear,False,981.33,14,True,1,0
12795,20927,2026-01-26,theft,rain,False,2313.92,4,True,0,0
12796,20927,2025-09-27,theft,rain,False,6030.85,8,True,1,0
12797,20927,2025-11-23,weather_related,clear,False,8233.55,58,False,2,0
12798,20928,2025-01-09,single_vehicle,rain,True,7562.71,7,True,0,0
12799,20928,2024-05-31,single_vehicle,rain,False,6229.4,17,False,1,1
12800,20930,2023-06-19,side_collision,clear,False,2183.65,2,True,0,0
12801,20931,2026-02-21,single_vehicle,rain,False,1692.75,6,True,0,0
12802,20931,2026-01-06,weather_related,clear,True,12524.74,69,False,1,0
12803,20931,2026-02-16,weather_related,clear,False,12312.27,8,True,2,0
12804,20933,2026-01-17,weather_related,rain,True,5861.27,29,False,0,0
12805,20936,2025-01-22,rear_end,clear,False,4455.06,9,True,0,0
12806,20938,2022-09-11,side_collision,clear,False,2485.3,27,True,0,0
12807,20938,2022-10-12,weather_related,storm,True,4894.61,32,True,1,0
12808,20940,2025-10-09,weather_related,storm,False,3121.93,3,False,0,0
12809,20942,2025-10-02,single_vehicle,snow,False,2925.21,35,False,0,1
12810,20945,2025-08-23,theft,clear,False,2232.75,37,True,0,0
12811,20945,2025-09-07,weather_related,rain,True,10274.89,2,True,1,0
12812,20948,2025-11-10,rear_end,storm,False,2560.19,26,True,0,1
12813,20950,2025-11-24,single_vehicle,rain,False,11577.09,59,True,0,0
12814,20951,2024-06-01,rear_end,rain,False,4817.29,4,True,0,0
12815,20952,2025-10-28,side_collision,rain,False,3544.45,36,False,0,0
12816,20953,2021-12-21,weather_related,storm,False,3122.35,53,True,0,0
12817,20955,2024-12-03,rear_end,clear,False,3820.41,4,False,0,0
12818,20955,2025-06-06,side_collision,clear,False,1991.75,2,True,1,0
12819,20957,2026-02-02,rear_end,clear,False,1263.24,9,True,0,0
12820,20958,2025-12-28,theft,clear,False,1279.37,2,False,0,0
12821,20959,2022-10-13,weather_related,clear,False,2211.77,8,True,0,0
12822,20965,2025-02-27,side_collision,rain,False,1585.2,15,False,0,0
12823,20973,2025-11-13,single_vehicle,rain,False,7064.15,25,False,0,0
12824,20974,2021-12-11,side_collision,clear,False,424.86,6,True,0,0
12825,20975,2024-05-07,theft,clear,False,9085.99,1,True,0,0
12826,20977,2025-07-13,rear_end,clear,False,3174.05,3,True,0,0
12827,20978,2026-01-25,side_collision,clear,False,1849.08,8,True,0,0
12828,20980,2022-09-07,side_collision,rain,True,528.54,7,True,0,0
12829,20981,2024-02-07,side_collision,rain,False,2690.51,1,False,0,0
12830,20982,2026-01-24,theft,snow,False,4348.27,33,True,0,1
12831,20987,2025-06-05,weather_related,clear,False,806.92,3,True,0,0
12832,20987,2025-04-05,side_collision,clear,True,4391.18,1,True,1,0
12833,20987,2025-01-10,theft,clear,False,3337.61,4,False,2,0
12834,20988,2022-03-17,rear_end,storm,True,4338.31,5,True,0,1
12835,20988,2023-05-03,single_vehicle,clear,False,3303.59,12,True,1,0
12836,20988,2022-03-23,rear_end,clear,True,15101.49,0,True,2,0
12837,20989,2025-02-22,rear_end,clear,False,7963.86,8,True,0,0
12838,20991,2024-10-03,rear_end,clear,False,4196.8,8,True,0,0
12839,20991,2025-06-24,side_collision,clear,True,4515.29,6,True,1,0
12840,20993,2022-09-23,side_collision,rain,False,3622.46,18,True,0,0
12841,20999,2025-03-19,weather_related,rain,False,2495.62,1,False,0,0
12842,21000,2025-06-01,rear_end,clear,False,2092.17,4,True,0,0
12843,21001,2023-11-12,single_vehicle,snow,False,8388.27,11,True,0,0
12844,21006,2025-04-05,weather_related,clear,False,383.87,1,True,0,0
12845,21006,2025-05-24,rear_end,clear,False,1688.3,10,False,1,0
12846,21006,2025-08-20,rear_end,rain,False,5578.4,24,False,2,0
12847,21007,2025-11-30,rear_end,clear,True,5990.65,18,False,0,1
12848,21012,2024-12-03,weather_related,rain,False,3436.31,4,False,0,0
12849,21013,2024-04-24,rear_end,rain,False,1585.67,8,True,0,0
12850,21013,2023-11-29,weather_related,snow,True,461.02,8,True,1,0
12851,21013,2024-09-30,weather_related,clear,False,2618.46,1,True,2,0
12852,21017,2025-09-04,weather_related,clear,False,15186.76,33,False,0,1
12853,21023,2024-04-05,rear_end,rain,False,837.97,8,True,0,0
12854,21024,2022-09-02,rear_end,clear,False,2241.85,3,False,0,0
12855,21024,2023-09-26,side_collision,rain,False,1106.52,55,True,1,0
12856,21024,2022-11-15,rear_end,clear,False,7810.66,1,True,2,0
12857,21025,2025-05-10,rear_end,rain,False,1315.01,2,True,0,0
12858,21031,2025-12-03,single_vehicle,clear,False,8587.01,9,True,0,0
12859,21038,2022-09-07,side_collision,clear,False,2162.94,17,True,0,0
12860,21043,2024-08-28,theft,clear,False,12870.3,3,True,0,0
12861,21045,2022-03-16,weather_related,snow,False,1875.99,4,True,0,0
12862,21049,2026-02-06,weather_related,clear,False,4868.89,2,True,0,0
12863,21050,2023-04-08,single_vehicle,clear,False,3120.41,9,True,0,0
12864,21051,2024-11-08,single_vehicle,clear,False,2953.33,9,True,0,0
12865,21053,2023-09-01,side_collision,clear,False,624.13,51,True,0,0
12866,21054,2025-12-06,weather_related,clear,False,3385.89,11,False,0,1
12867,21054,2025-05-10,side_collision,clear,False,548.5,11,True,1,0
12868,21058,2024-12-31,side_collision,rain,True,3084.01,14,True,0,0
12869,21058,2024-04-01,rear_end,clear,False,3903.65,4,True,1,0
12870,21059,2026-02-01,rear_end,snow,False,2446.88,12,True,0,0
12871,21061,2025-12-21,single_vehicle,storm,False,3097.87,9,False,0,0
12872,21061,2026-02-03,rear_end,rain,False,2525.25,22,False,1,0
12873,21061,2025-11-01,single_vehicle,clear,False,2789.29,15,True,2,0
12874,21061,2025-10-11,side_collision,storm,False,3132.81,10,False,3,0
12875,21062,2022-09-15,single_vehicle,rain,False,2707.77,0,True,0,0
12876,21063,2022-08-13,weather_related,storm,True,8169.81,3,True,0,1
12877,21066,2023-11-28,rear_end,rain,True,4420.65,3,False,0,0
12878,21067,2026-02-21,side_collision,rain,False,989.86,6,True,0,0
12879,21067,2026-01-07,weather_related,rain,False,7347.38,6,True,1,0
12880,21069,2023-03-25,single_vehicle,rain,False,152.15,17,False,0,0
12881,21069,2023-11-10,single_vehicle,rain,False,3003.75,16,False,1,0
12882,21070,2025-11-19,theft,clear,False,3869.42,6,True,0,0
12883,21071,2023-12-19,single_vehicle,storm,False,10660.22,2,True,0,0
12884,21072,2025-12-02,single_vehicle,storm,False,1010.63,4,False,0,0
12885,21073,2026-01-02,side_collision,rain,False,4426.39,7,True,0,0
12886,21075,2025-12-25,side_collision,rain,False,570.39,16,True,0,0
12887,21075,2025-12-17,theft,storm,False,1003.24,8,True,1,0
12888,21077,2022-12-24,rear_end,rain,True,4681.84,2,False,0,0
12889,21077,2023-07-19,weather_related,snow,False,891.97,4,True,1,0
12890,21078,2023-05-28,side_collision,clear,False,2126.4,18,False,0,0
12891,21078,2023-07-29,single_vehicle,clear,True,1575.55,4,True,1,0
12892,21081,2024-05-16,rear_end,snow,False,2189.07,4,False,0,0
12893,21083,2021-09-26,single_vehicle,rain,False,4629.11,3,True,0,0
12894,21085,2025-09-23,weather_related,clear,False,1852.36,99,True,0,0
12895,21085,2025-10-13,side_collision,clear,False,1804.67,10,True,1,0
12896,21086,2025-09-19,rear_end,clear,False,2169.2,34,False,0,0
12897,21088,2026-02-06,theft,rain,False,14382.87,16,False,0,0
12898,21089,2022-03-19,side_collision,clear,False,297.97,10,True,0,0
12899,21089,2023-01-26,single_vehicle,rain,False,2186.34,10,True,1,1
12900,21091,2022-07-27,theft,clear,False,1314.97,1,True,0,0
12901,21098,2023-08-15,single_vehicle,clear,False,6701.36,8,False,0,0
12902,21099,2025-12-11,single_vehicle,rain,False,1366.6,1,False,0,0
12903,21100,2025-08-10,weather_related,rain,False,4192.7,13,True,0,0
12904,21100,2025-12-21,side_collision,rain,False,3612.41,23,False,1,0
12905,21103,2026-02-27,single_vehicle,snow,False,814.43,6,True,0,0
12906,21103,2026-02-27,theft,clear,False,3674.77,14,True,1,0
12907,21107,2023-12-21,single_vehicle,rain,False,381.98,3,True,0,0
12908,21114,2026-01-24,weather_related,rain,False,2299.14,4,False,0,0
12909,21114,2026-01-23,rear_end,rain,False,3499.55,11,False,1,0
12910,21115,2024-10-24,single_vehicle,rain,False,4207.7,54,False,0,0
12911,21116,2023-03-11,weather_related,clear,False,1534.51,1,False,0,0
12912,21116,2022-10-28,single_vehicle,rain,False,4296.36,2,False,1,0
12913,21116,2022-11-24,side_collision,rain,False,3574.08,3,True,2,0
12914,21118,2022-10-15,side_collision,clear,False,3215.71,7,True,0,0
12915,21120,2025-10-14,single_vehicle,clear,False,2321.05,35,True,0,0
12916,21121,2024-03-11,side_collision,rain,False,464.53,1,False,0,0
12917,21122,2025-10-17,weather_related,rain,True,15043.51,2,False,0,0
12918,21124,2024-07-11,side_collision,clear,False,1776.86,75,True,0,0
12919,21124,2025-01-18,rear_end,storm,False,2164.96,1,False,1,0
12920,21126,2025-10-19,weather_related,clear,False,4668.65,6,True,0,0
12921,21127,2023-04-07,single_vehicle,clear,False,379.12,4,True,0,0
12922,21128,2024-06-08,weather_related,rain,True,4819.29,3,True,0,0
12923,21131,2025-03-12,weather_related,clear,False,4167.01,1,True,0,0
12924,21132,2022-09-15,rear_end,snow,True,8013.26,12,True,0,0
12925,21132,2022-11-06,weather_related,storm,True,8497.51,13,False,1,0
12926,21133,2023-07-01,weather_related,snow,False,15689.47,3,False,0,0
12927,21139,2025-09-24,weather_related,clear,False,1054.8,7,True,0,0
12928,21140,2022-02-14,weather_related,clear,False,84.66,6,True,0,0
12929,21141,2022-05-14,single_vehicle,rain,False,1640.49,4,True,0,0
12930,21142,2023-12-11,rear_end,clear,False,3176.94,5,True,0,0
12931,21143,2023-05-24,rear_end,clear,False,2200.57,6,False,0,0
12932,21147,2024-02-13,rear_end,clear,False,8789.44,7,True,0,0
12933,21147,2025-08-31,single_vehicle,clear,False,5367.63,14,True,1,0
12934,21148,2025-11-21,side_collision,clear,False,6707.56,40,False,0,0
12935,21149,2023-12-17,side_collision,clear,True,6362.62,2,True,0,0
12936,21149,2024-11-07,side_collision,clear,False,2268.54,21,True,1,0
12937,21149,2023-08-17,rear_end,clear,False,1541.28,45,False,2,0
12938,21151,2026-01-07,side_collision,rain,False,12087.27,3,True,0,0
12939,21152,2023-11-02,single_vehicle,clear,False,549.65,4,True,0,0
12940,21153,2024-11-09,side_collision,rain,True,3627.66,23,False,0,0
12941,21153,2025-04-25,rear_end,rain,False,1872.88,23,True,1,0
12942,21155,2021-10-22,single_vehicle,rain,False,1149.56,8,False,0,0
12943,21157,2026-01-05,rear_end,rain,False,13703.62,29,True,0,0
12944,21158,2022-04-29,rear_end,clear,False,6191.89,16,True,0,1
12945,21158,2022-09-02,rear_end,clear,True,3534.07,5,False,1,0
12946,21159,2023-05-03,weather_related,storm,False,446.8,4,True,0,0
12947,21160,2025-06-29,theft,clear,False,2507.66,4,False,0,0
12948,21161,2025-07-17,side_collision,snow,False,3486.07,69,True,0,0
12949,21162,2025-07-24,rear_end,clear,False,1660.62,4,True,0,0
12950,21166,2021-11-14,weather_related,rain,False,3601.58,25,True,0,0
12951,21166,2022-01-27,weather_related,rain,False,5831.99,3,False,1,0
12952,21168,2023-12-23,theft,clear,False,5153.08,1,True,0,0
12953,21173,2024-01-27,rear_end,clear,False,7481.08,15,False,0,0
12954,21177,2026-01-20,weather_related,clear,False,1897.1,5,True,0,1
12955,21180,2022-07-24,theft,storm,False,2418.01,9,False,0,0
12956,21181,2023-04-22,weather_related,clear,False,3369.99,5,False,0,0
12957,21184,2023-02-09,theft,storm,False,2357.35,4,True,0,0
12958,21189,2025-01-02,theft,clear,False,1491.68,18,False,0,0
12959,21190,2023-07-05,rear_end,clear,False,389.06,1,True,0,0
12960,21191,2025-10-27,theft,clear,False,3933.33,10,True,0,0
12961,21193,2026-02-19,theft,storm,False,439.37,4,True,0,0
12962,21194,2024-05-17,weather_related,rain,False,8396.53,3,False,0,0
12963,21196,2023-06-12,single_vehicle,snow,False,6846.23,4,True,0,0
12964,21197,2024-10-18,weather_related,rain,True,2013.2,8,False,0,0
12965,21198,2023-04-17,side_collision,clear,False,4044.91,25,True,0,0
12966,21200,2024-03-08,theft,storm,False,2159.62,10,True,0,0
12967,21200,2023-08-09,side_collision,snow,False,1964.08,13,True,1,0
12968,21205,2023-07-16,single_vehicle,rain,True,10156.76,5,True,0,1
12969,21207,2022-06-09,theft,rain,False,2818.74,8,False,0,0
12970,21210,2025-05-27,rear_end,clear,False,3906.75,2,True,0,0
12971,21211,2023-09-18,theft,rain,False,1998.63,8,True,0,0
12972,21211,2022-11-25,rear_end,clear,False,520.66,4,True,1,0
12973,21214,2024-12-12,weather_related,rain,False,838.75,2,True,0,0
12974,21214,2025-03-27,side_collision,clear,False,3650.09,29,False,1,0
12975,21218,2022-11-10,side_collision,snow,False,4568.27,12,True,0,0
12976,21219,2025-11-01,weather_related,clear,False,2795.04,12,True,0,0
12977,21221,2021-09-26,theft,clear,False,1968.89,3,True,0,0
12978,21221,2021-08-10,rear_end,clear,False,1367.98,31,True,1,0
12979,21222,2025-07-14,theft,clear,False,945.92,4,True,0,0
12980,21223,2024-02-02,single_vehicle,rain,False,7070.42,14,False,0,0
12981,21223,2023-12-24,single_vehicle,rain,True,10650.25,81,False,1,1
12982,21224,2023-04-08,single_vehicle,clear,True,4543.74,8,True,0,0
12983,21226,2024-02-04,side_collision,rain,False,249.78,17,True,0,0
12984,21227,2025-10-07,weather_related,rain,False,5724.43,5,True,0,0
12985,21229,2025-12-26,weather_related,clear,False,2213.89,16,True,0,0
12986,21231,2026-02-03,single_vehicle,clear,True,496.51,7,True,0,0
12987,21242,2026-02-01,weather_related,rain,True,17210.03,1,True,0,0
12988,21242,2026-01-09,weather_related,clear,False,4544.81,6,False,1,0
12989,21243,2026-02-23,rear_end,clear,False,3543.02,21,False,0,0
12990,21244,2024-02-21,single_vehicle,clear,False,1957.5,3,True,0,0
12991,21246,2023-11-26,single_vehicle,rain,False,5297.37,8,True,0,0
12992,21246,2023-05-15,rear_end,clear,False,1108.9,4,False,1,0
12993,21247,2026-01-19,theft,clear,False,1106.33,24,False,0,0
12994,21247,2026-02-21,rear_end,rain,False,1125.87,4,True,1,0
12995,21248,2021-10-04,rear_end,clear,True,15128.29,1,True,0,0
12996,21248,2021-09-29,rear_end,rain,False,674.71,7,False,1,0
12997,21249,2026-02-26,rear_end,clear,True,14528.84,9,True,0,0
12998,21249,2026-03-03,single_vehicle,rain,False,173.43,11,True,1,0
12999,21252,2025-06-28,single_vehicle,clear,False,796.04,11,True,0,0
13000,21257,2025-02-19,side_collision,rain,False,3587.41,7,True,0,0
13001,21258,2023-01-21,weather_related,clear,False,3962.52,26,True,0,0
13002,21258,2025-04-03,weather_related,snow,True,5106.49,7,True,1,0
13003,21258,2023-11-29,single_vehicle,rain,False,1278.63,6,False,2,0
13004,21259,2025-12-17,rear_end,clear,False,2389.42,7,True,0,0
13005,21262,2024-09-15,single_vehicle,clear,False,1636.4,5,False,0,0
13006,21263,2026-02-28,rear_end,clear,False,4763.74,2,False,0,0
13007,21263,2025-08-27,theft,clear,True,7635.27,2,True,1,0
13008,21264,2024-07-11,rear_end,clear,True,4501.22,10,True,0,0
13009,21269,2025-09-06,single_vehicle,storm,False,6094.68,6,False,0,0
13010,21269,2025-11-16,weather_related,clear,False,1140.6,31,True,1,0
13011,21269,2025-11-28,rear_end,storm,False,10912.17,3,True,2,0
13012,21273,2024-05-18,rear_end,rain,False,6567.04,2,True,0,0
13013,21274,2025-07-13,single_vehicle,clear,False,6345.47,7,True,0,0
13014,21275,2021-11-10,weather_related,rain,True,5001.82,16,True,0,0
13015,21279,2024-08-10,single_vehicle,rain,True,20134.66,6,True,0,1
13016,21281,2024-01-23,single_vehicle,rain,True,5002.02,4,True,0,0
13017,21283,2023-08-28,single_vehicle,storm,False,2856.13,7,True,0,0
13018,21284,2025-12-26,single_vehicle,clear,False,4654.9,20,True,0,0
13019,21284,2023-10-30,theft,snow,False,4318.7,9,False,1,0
13020,21285,2022-05-05,single_vehicle,storm,False,4514.26,16,False,0,0
13021,21285,2022-08-25,side_collision,rain,False,4446.51,2,False,1,0
13022,21286,2023-01-14,rear_end,clear,False,4144.54,6,True,0,0
13023,21287,2024-09-23,single_vehicle,rain,True,5447.23,2,True,0,0
13024,21291,2024-07-04,single_vehicle,clear,False,3373.79,2,False,0,0
13025,21294,2023-09-29,single_vehicle,clear,False,290.23,106,True,0,0
13026,21295,2026-01-22,weather_related,clear,True,4720.17,36,True,0,0
13027,21296,2024-01-27,weather_related,rain,False,4862.66,5,True,0,0
13028,21296,2023-08-04,single_vehicle,clear,False,3226.42,3,True,1,0
